"PERIODO","FECHA","ZONA","DIRECCION_EXACTA","CLASE_ACCIDENTE","SEGUNDO_OBJETO","TIPO_AVERIAS","CANTIDAD_HERIDOS","CANTIDAD_FALLECIDOS","LATITUD","LONGITUD","INTERSECCI_N"
"2,023","2023 Aug 11 12:00:00 AM","URBANA","CARRERA-14-FRENTE-15","CHOQUE","VEHICULO","0","1","0","3.9223771","-76.291355","POINT (-76.291355 3.9223771)"
"2,023","2023 Aug 17 12:00:00 AM","URBANA","CARRERA-12-CALLE-2-SUR","CHOQUE","VEHICULO","0","1","0","3.892779","-76.3017798","POINT (-76.3017798 3.892779)"
"2,023","2023 Aug 20 12:00:00 AM","URBANA","CARRERA-9-CALLE-14","CHOQUE","VEHICULO","0","1","0","3.9045556","-76.2947038","POINT (-76.2947038 3.9045556)"
"2,023","2023 Aug 24 12:00:00 AM","URBANA","CARRERA-9-CALLE-11","CHOQUE","VEHICULO","0","1","0","3.9018604","-76.2958616","POINT (-76.2958616 3.9018604)"
"2,023","2023 Sep 10 12:00:00 AM","URBANA","CARRERA-18-CALLE-14","CHOQUE","VEHICULO","0","1","0","3.907548","-76.3026847","POINT (-76.3026847 3.907548)"
"2,023","2023 Sep 11 12:00:00 AM","URBANA","CARRERA-5-CALLE-5","CHOQUE","VEHICULO","0","1","0","3.8939693","-76.2894452","POINT (-76.2894452 3.8939693)"
"2,023","2023 Sep 11 12:00:00 AM","URBANA","CARRERA-1-CALLE-6","CHOQUE","VEHICULO","0","1","0","3.8954051","-76.2909992","POINT (-76.2909992 3.8954051)"
"2,023","2023 Sep 11 12:00:00 AM","URBANA","CARRERA-8-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8983424","-76.2962898","POINT (-76.2962898 3.8983424)"
"2,023","2023 Sep 13 12:00:00 AM","URBANA","CARRERA-9-SUR-CALLE-4-SUR","CHOQUE","VEHICULO","0","1","0","3.891626","-76.2985467","POINT (-76.2985467 3.891626)"
"2,023","2023 Sep 21 12:00:00 AM","URBANA","CARRERA-1-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8961376","-76.2907721","POINT (-76.2907721 3.8961376)"
"2,023","2023 Sep 23 12:00:00 AM","URBANA","CARERRA-12-CALLE-5","CHOQUE","VEHICULO","0","1","1","3.8978083","-76.3003458","POINT (-76.3003458 3.8978083)"
"2,023","2023 Sep 23 12:00:00 AM","URBANA","CARRERA-12-CALLE-10","CHOQUE","VEHICULO","0","1","1","3.9021984","-76.2986622","POINT (-76.2986622 3.9021984)"
"2,023","2023 Sep 23 12:00:00 AM","URBANA","CARRERA-1-CALLE-6","CHOQUE","VEHICULO","0","1","0","3.8954051","-76.2909992","POINT (-76.2909992 3.8954051)"
"2,023","2023 Sep 29 12:00:00 AM","URBANA","CARRERA-8-CALLE-14","CHOQUE","VEHICULO","0","1","0","3.9042173","-76.2938875","POINT (-76.2938875 3.9042173)"
"2,023","2023 Oct 08 12:00:00 AM","URBANA","CALLE-4-CARRERA-6","CHOQUE","VEHICULO","0","1","0","3.9010151","-76.290993","POINT (-76.290993 3.9010151)"
"2,023","2023 Oct 17 12:00:00 AM","URBANA","CARRERA-9-CALLE-12","CHOQUE","VEHICULO","0","1","0","3.9026503","-76.2955242","POINT (-76.2955242 3.9026503)"
"2,023","2023 Oct 17 12:00:00 AM","URBANA","CARRERA-14-CALLE-9","CHOQUE","VEHICULO","0","1","1","3.9019482","-76.3008736","POINT (-76.3008736 3.9019482)"
"2,023","2023 Oct 18 12:00:00 AM","URBANA","CARRERA-4-CALLE-5","CHOQUE","VEHICULO","0","1","0","3.8954701","-76.2936734","POINT (-76.2936734 3.8954701)"
"2,023","2023 Oct 23 12:00:00 AM","URBANA","CALLE-21-CARRERA-13","CHOQUE","VEHICULO","0","1","0","3.9116583","-76.2959552","POINT (-76.2959552 3.9116583)"
"2,023","2023 Oct 23 12:00:00 AM","URBANA","CALLE-10-CARRERA-14","CHOQUE","VEHICULO","0","1","0","3.9027977","-76.3005583","POINT (-76.3005583 3.9027977)"
"2,023","2023 Oct 30 12:00:00 AM","URBANA","CARRERA-14-CALLE-13","CHOQUE","VEHICULO","0","1","0","3.9053992","-76.2995825","POINT (-76.2995825 3.9053992)"
"2,023","2023 Nov 04 12:00:00 AM","URBANA","CARRERA-15-CALLE-16","CHOQUE","VEHICULO","0","1","0","3.9084789","-76.2993152","POINT (-76.2993152 3.9084789)"
"2,023","2023 Nov 09 12:00:00 AM","URBANA","CARRERA-8-CALLE-9","CHOQUE","VEHICULO","0","1","0","3.9000161","-76.29565","POINT (-76.29565 3.9000161)"
"2,023","2023 Nov 10 12:00:00 AM","URBANA","CARRERA-19-CALLE-3","CHOQUE","VEHICULO","0","1","0","3.8980191","-76.3072671","POINT (-76.3072671 3.8980191)"
"2,023","2023 Nov 12 12:00:00 AM","RURAL","KM-2-VIA-BUGA-LA-HABANA","CHOQUE","VEHICULO","0","1","0","3.8946048","-76.3055772","POINT (-76.3055772 3.8946048)"
"2,023","2023 Nov 14 12:00:00 AM","URBANA","CARRERA-8-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8983424","-76.2962898","POINT (-76.2962898 3.8983424)"
"2,023","2023 Nov 14 12:00:00 AM","URBANA","CARRERA-18-CALLE-19","VOLCAMIENTO","NA","0","1","0","3.9117747","-76.3001552","POINT (-76.3001552 3.9117747)"
"2,023","2023 Nov 17 12:00:00 AM","URBANA","CALLE-10-CARRERA-7","CHOQUE","VEHICULO","0","1","0","3.9002397","-76.2942313","POINT (-76.2942313 3.9002397)"
"2,023","2023 Nov 27 12:00:00 AM","URBANA","CARRERA-4-CALLE-30","CHOQUE","VEHICULO","0","1","0","3.9193594","-76.2884592","POINT (-76.2884592 3.9193594)"
"2,023","2023 Nov 28 12:00:00 AM","URBANA","CARRERA--9-CALLE-21","CHOQUE","VEHICULO","0","1","0","3.9101819","-76.2923704","POINT (-76.2923704 3.9101819)"
"2,023","2023 Dec 05 12:00:00 AM","URBANA","CARRERA-14-CALLE-10","CHOQUE","VEHICULO","0","1","0","3.9027977","-76.3005583","POINT (-76.3005583 3.9027977)"
"2,023","2023 Dec 05 12:00:00 AM","URBANA","CARRERA-11-CALLE-6","CHOQUE","VEHICULO","0","1","0","3.8983928","-76.2991899","POINT (-76.2991899 3.8983928)"
"2,023","2023 Dec 08 12:00:00 AM","URBANA","CARRERA-15-CALLE-18","ATROPELLO","NA","0","1","0","3.9100131","-76.2986576","POINT (-76.2986576 3.9100131)"
"2,023","2023 Dec 17 12:00:00 AM","URBANA","CALLE-6-CARRERA-16","CHOQUE","VEHICULO","0","1","0","3.8999041","-76.3035328","POINT (-76.3035328 3.8999041)"
"2,024","2024 Jan 02 12:00:00 AM","URBANA","CARRERA-15-CALLE-5","CHOQUE","VEHICULO","0","1","0","3.8987145","-76.3029713","POINT (-76.3029713 3.8987145)"
"2,024","2024 Jan 06 12:00:00 AM","URBANA","CALLE-16-CARRERA-18B","CHOQUE","VEHICULO","0","1","0","3.9187464","-76.2978476","POINT (-76.2978476 3.9187464)"
"2,024","2024 Jan 19 12:00:00 AM","URBANA","CARRERA-19-CALLE-4","ATROPELLO","NA","0","1","0","3.8986127","-76.3069452","POINT (-76.3069452 3.8986127)"
"2,024","2023 Jan 20 12:00:00 AM","URBANA","CARRERA-8-CALLE-13A","CHOQUE","VEHICULO","0","1","0","3.9036627","-76.2941227","POINT (-76.2941227 3.9036627)"
"2,024","2024 Jan 28 12:00:00 AM","URBANA","CARRERA-16-CALLE-3","CHOQUE","VEHICULO","0","1","0","3.8971515","-76.3044776","POINT (-76.3044776 3.8971515)"
"2,024","2024 Jan 29 12:00:00 AM","URBANA","CALLE-2-SUR-CARRERA-15A","CHOQUE","VEHICULO","0","1","0","3.8920395","-76.3056317","POINT (-76.3056317 3.8920395)"
"2,024","2024 Feb 01 12:00:00 AM","URBANA","CALLE-4-SUR-CARRERA-10","CHOQUE","0-DISPONIBLE","0","1","0","3.8916379","-76.2991715","POINT (-76.2991715 3.8916379)"
"2,024","2024 Feb 03 12:00:00 AM","URBANA","CARRERA-16-CALLE-19","CHOQUE","0-DISPONIBLE","0","1","0","3.9113137","-76.2994247","POINT (-76.2994247 3.9113137)"
"2,024","2024 Feb 22 12:00:00 AM","URBANA","CARRERA-8-CALLE-30","CHOQUE","VEHICULO","0","1","0","3.9156597","-76.2885572","POINT (-76.2885572 3.9156597)"
"2,024","2024 Feb 24 12:00:00 AM","URBANA","CARRERA-14-CALLE-24","CHOQUE","VEHICULO","0","1","0","3.9136298","-76.2957725","POINT (-76.2957725 3.9136298)"
"2,024","2024 Feb 26 12:00:00 AM","URBANA","CARRERA-15-CALLE-5","CHOQUE","VEHICULO","0","1","0","3.8987145","-76.3029713","POINT (-76.3029713 3.8987145)"
"2,024","2024 Feb 29 12:00:00 AM","URBANA","CARRERA-8-CALLE-14","VOLCAMIENTO","NA","0","0","1","3.9042173","-76.2938875","POINT (-76.2938875 3.9042173)"
"2,024","2024 Mar 02 12:00:00 AM","URBANA","CARRERA-9-CALLE-17","ATROPELLO","NA","0","0","0","3.9075268","-76.2934665","POINT (-76.2934665 3.9075268)"
"2,024","2024 Mar 03 12:00:00 AM","URBANA","CARRERA-17-CALLE-13","CHOQUE","VEHICULO","0","1","0","3.9064514","-76.3020971","POINT (-76.3020971 3.9064514)"
"2,024","2024 Mar 03 12:00:00 AM","URBANA","CALLE-19-CRA-15-Y-16","CHOQUE","VEHICULO","0","1","0","3.9108105","-76.2983393","POINT (-76.2983393 3.9108105)"
"2,024","2024 Mar 16 12:00:00 AM","URBANA","CARRERA-5-CALLE-2-SUR","CHOQUE","VEHICULO","0","1","0","3.8908005","-76.2925341","POINT (-76.2925341 3.8908005)"
"2,024","2024 Mar 23 12:00:00 AM","URBANA","CARRERA-11-CALLE-4","CHOQUE","VEHICULO","0","1","0","3.8968123","-76.2996746","POINT (-76.2996746 3.8968123)"
"2,024","2024 Mar 23 12:00:00 AM","URBANA","CARRERA-9-CALLE-12","CHOQUE","VEHICULO","0","1","0","3.9026503","-76.2955242","POINT (-76.2955242 3.9026503)"
"2,024","2024 Apr 05 12:00:00 AM","URBANA","CALLE-4-SUR-CRA-23","VOLCAMIENTO","NA","0","1","0","3.8916954","-76.2922233","POINT (-76.2922233 3.8916954)"
"2,024","2024 Apr 07 12:00:00 AM","URBANA","CARRERA-18-CALLE-15","CHOQUE","0-DISPONIBLE","0","1","0","3.9085545","-76.3023628","POINT (-76.3023628 3.9085545)"
"2,024","2024 Apr 15 12:00:00 AM","URBANA","CALLE-13-CARRERA-6","CHOQUE","VEHICULO","0","1","0","3.9002823","-76.2872189","POINT (-76.2872189 3.9002823)"
"2,024","2024 Apr 18 12:00:00 AM","URBANA","CARRERA-19-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.9017743","-76.3058706","POINT (-76.3058706 3.9017743)"
"2,024","2024 Apr 23 12:00:00 AM","URBANA","CARRERA-3A-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.9018036","-76.2887155","POINT (-76.2887155 3.9018036)"
"2,024","2024 Apr 27 12:00:00 AM","URBANA","CARRERA-15-CALLE-30","CHOQUE","VEHICULO","0","1","0","3.9184591","-76.2953586","POINT (-76.2953586 3.9184591)"
"2,024","2024 May 02 12:00:00 AM","URBANA","CALLE-4-CARRERA-23","ATROPELLO","NA","0","1","0","3.8997402","-76.3107125","POINT (-76.3107125 3.8997402)"
"2,024","2024 May 02 12:00:00 AM","URBANA","CALLE-1-CARRERA-9","CHOQUE","VEHICULO","0","1","0","3.8942795","-76.2985091","POINT (-76.2985091 3.8942795)"
"2,024","2024 May 06 12:00:00 AM","URBANA","CARRERA-19-CALLE-7","VOLCAMIENTO","NA","0","1","0","3.9017743","-76.3058706","POINT (-76.3058706 3.9017743)"
"2,024","2024 May 08 12:00:00 AM","URBANA","CARRERA-15-CALLE-15","CHOQUE","VEHICULO","0","1","0","3.9074587","-76.2997375","POINT (-76.2997375 3.9074587)"
"2,024","2024 May 11 12:00:00 AM","URBANA","CARRERA-12-CALLE-6-SUR","ATROPELLO","NA","0","1","0","3.8899325","-76.3007009","POINT (-76.3007009 3.8899325)"
"2,024","2024 May 18 12:00:00 AM","URBANA","CARRERA-16-CALLE-6-SUR","CHOQUE","VEHICULO","0","1","0","3.8895664","-76.3070168","POINT (-76.3070168 3.8895664)"
"2,024","2024 May 24 12:00:00 AM","URBANA","CARRERA-10-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8989651","-76.2980082","POINT (-76.2980082 3.8989651)"
"2,024","2024 May 30 12:00:00 AM","URBANA","CALLE-9-CARRERA-5","CHOQUE","VEHICULO","0","1","0","3.9033282","-76.2877353","POINT (-76.2877353 3.9033282)"
"2,024","2024 May 31 12:00:00 AM","URBANA","CARERRA-1-CALLE-10","CHOQUE","VEHICULO","0","1","0","3.8984833","-76.290097","POINT (-76.290097 3.8984833)"
"2,024","2024 Jun 02 12:00:00 AM","URBANA","CARRERA-19-CALLE-7A","CHOQUE","0-DISPONIBLE","0","1","0","3.9150531","-76.3000419","POINT (-76.3000419 3.9150531)"
"2,024","2024 Jun 02 12:00:00 AM","URBANA","CARRERA-14-CALLE-8","CHOQUE","VEHICULO","0","1","0","3.9010521","-76.3011677","POINT (-76.3011677 3.9010521)"
"2,024","2024 Jun 04 12:00:00 AM","URBANA","CALLE-16-CARRERA-11","CHOQUE","VEHICULO","0","1","0","3.9068403","-76.2959704","POINT (-76.2959704 3.9068403)"
"2,024","2024 Jun 05 12:00:00 AM","URBANA","CALLE-6-CARRERA-11","CHOQUE","VEHICULO","0","1","0","3.8983928","-76.2991899","POINT (-76.2991899 3.8983928)"
"2,024","2024 Jun 06 12:00:00 AM","URBANA","CALLE-19-CARRERA-12","CHOQUE","0-DISPONIBLE","0","1","0","3.909727","-76.2957448","POINT (-76.2957448 3.909727)"
"2,024","2024 Jun 07 12:00:00 AM","URBANA","CALLE-1-SUR-CARRERA-19","CHOQUE","VEHICULO","0","1","0","3.894518","-76.3083423","POINT (-76.3083423 3.894518)"
"2,024","2024 Jun 16 12:00:00 AM","RURAL","CARRERA-12-SUR-QUEBRADA-SECA","CHOQUE","VEHICULO","0","1","0","3.9192872","-76.291355","POINT (-76.291355 3.9192872)"
"2,024","2024 Jun 17 12:00:00 AM","RURAL","VIA-BUGA-LA-MAGDALENA","CHOQUE","VEHICULO","0","1","0","3.8834698","-76.2942195","POINT (-76.2942195 3.8834698)"
"2,024","2024 Jun 19 12:00:00 AM","URBANA","CARRERA-9-CALLE-2","CHOQUE","VEHICULO","0","1","0","3.8946922","-76.2984417","POINT (-76.2984417 3.8946922)"
"2,024","2024 Jun 21 12:00:00 AM","URBANA","CARRERA-14-CALLE-10","CHOQUE","VEHICULO","0","1","0","3.9027977","-76.3005583","POINT (-76.3005583 3.9027977)"
"2,024","2024 Jun 24 12:00:00 AM","URBANA","CALLE-13-CARRERA-9-BIS","ATROPELLO","NA","0","1","0","3.9078819","-76.2937077","POINT (-76.2937077 3.9078819)"
"2,024","2024 Jun 29 12:00:00 AM","URBANA","CARRERA-9-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8986738","-76.2971495","POINT (-76.2971495 3.8986738)"
"2,024","2024 Jun 30 12:00:00 AM","URBANA","CARRERA-16-CALLE-4-BIS","CHOQUE","VEHICULO","0","1","0","3.8980496","-76.3041773","POINT (-76.3041773 3.8980496)"
"2,024","2024 Jul 08 12:00:00 AM","URBANA","CARERRA-9-CALLE-14","CHOQUE","VEHICULO","0","1","0","3.9045556","-76.2947038","POINT (-76.2947038 3.9045556)"
"2,024","2024 Jul 08 12:00:00 AM","URBANA","CALLE-11-CARRERA-2","CHOQUE","0-DISPONIBLE","0","1","0","3.8994725","-76.2900438","POINT (-76.2900438 3.8994725)"
"2,024","2024 Jul 09 12:00:00 AM","URBANA","CALLE-19-CARRERA-7","CHOQUE","VEHICULO","0","1","0","3.9074706","-76.2910076","POINT (-76.2910076 3.9074706)"
"2,024","2024 Jul 12 12:00:00 AM","URBANA","CARRERA-12-SUR-CALLE-8","CHOQUE","VEHICULO","0","1","0","3.9004828","-76.2994639","POINT (-76.2994639 3.9004828)"
"2,024","2024 Jul 13 12:00:00 AM","URBANA","CALLE-1-CARRERA-11","CHOQUE","VEHICULO","0","1","0","3.8945751","-76.3001957","POINT (-76.3001957 3.8945751)"
"2,024","2024 Jul 14 12:00:00 AM","URBANA","CARRERA-1-CALLE-9","CHOQUE","VEHICULO","0","1","0","3.8980502","-76.2902521","POINT (-76.2902521 3.8980502)"
"2,024","2024 Jul 17 12:00:00 AM","URBANA","CARRERA-13C-CALLE-6-SUR","CHOQUE","VEHICULO","0","1","0","3.888972","-76.302697","POINT (-76.302697 3.888972)"
"2,024","2024 Jul 18 12:00:00 AM","URBANA","CALLE-8-CARRERA-7","CHOQUE","VEHICULO","0","1","0","3.8987321","-76.2950352","POINT (-76.2950352 3.8987321)"
"2,024","2024 Jul 20 12:00:00 AM","URBANA","CALLE-3-CARRERA-9","CHOQUE","VEHICULO","0","1","0","3.8957097","-76.2982019","POINT (-76.2982019 3.8957097)"
"2,024","2024 Jul 21 12:00:00 AM","URBANA","CARRERA-14-CALLE-15","CHOQUE","VEHICULO","0","1","0","3.9070611","-76.2987326","POINT (-76.2987326 3.9070611)"
"2,024","2024 Jul 27 12:00:00 AM","URBANA","CARRERA-16-CALLE-20","CHOQUE","VEHICULO","0","1","0","3.9121224","-76.2991201","POINT (-76.2991201 3.9121224)"
"2,024","2024 Jul 27 12:00:00 AM","URBANA","CALLE-5-CARRERA-13","CHOQUE","VEHICULO","0","1","0","3.898103","-76.3011786","POINT (-76.3011786 3.898103)"
"2,024","2024 Jul 24 12:00:00 AM","URBANA","CARRERA-18-CALLE-14","CHOQUE","VEHICULO","0","1","0","3.907548","-76.3026847","POINT (-76.3026847 3.907548)"
"2,024","2024 Jul 31 12:00:00 AM","URBANA","CARRERA-18-CALLE-18","ATROPELLO","NA","0","0","1","3.9106342","-76.3011569","POINT (-76.3011569 3.9106342)"
"2,024","2024 Aug 03 12:00:00 AM","URBANA","CALLE-16-CARRERA-13","CHOQUE","VEHICULO","0","0","1","3.9075183","-76.2975853","POINT (-76.2975853 3.9075183)"
"2,024","2024 Aug 05 12:00:00 AM","URBANA","CALLE-15-CARRERA-11","CHOQUE","VEHICULO","0","1","0","3.9061648","-76.2962973","POINT (-76.2962973 3.9061648)"
"2,024","2024 Aug 11 12:00:00 AM","URBANA","CALLE-21-CARRERA-13","CHOQUE","VEHICULO","0","1","0","3.9116583","-76.2959552","POINT (-76.2959552 3.9116583)"
"2,024","2024 Aug 17 12:00:00 AM","URBANA","CARRERA-8-CALLE-16","CHOQUE","VEHICULO","0","1","0","3.9057366","-76.2933822","POINT (-76.2933822 3.9057366)"
"2,024","2024 Aug 17 12:00:00 AM","URBANA","CALLE-4-CARRERA-20","ATROPELLO","NA","0","1","0","3.8990509","-76.3075442","POINT (-76.3075442 3.8990509)"
"2,024","2024 Aug 17 12:00:00 AM","URBANA","CALLE-9-CARRERA-10","VOLCAMIENTO","NA","0","0","1","3.9006836","-76.2973804","POINT (-76.2973804 3.9006836)"
"2,024","2024 Aug 27 12:00:00 AM","URBANA","CALLE-2-SUR-CARRERA-9","CHOQUE","VEHICULO","0","1","0","3.8927426","-76.2987469","POINT (-76.2987469 3.8927426)"
"2,024","2024 Aug 28 12:00:00 AM","URBANA","CARRERA-12-CALLE-10A-SUR","CHOQUE","VEHICULO","0","1","0","3.9050353","-76.2882782","POINT (-76.2882782 3.9050353)"
"2,024","2024 Aug 28 12:00:00 AM","URBANA","CALLE-22-CARRERA-11","CHOQUE","VEHICULO","0","1","0","3.9115368","-76.294162","POINT (-76.294162 3.9115368)"
"2,024","2024 Aug 30 12:00:00 AM","URBANA","CARRERA-15-CALLE-3","CHOQUE","VEHICULO","0","1","0","3.896879","-76.3035723","POINT (-76.3035723 3.896879)"
"2,024","2024 Sep 02 12:00:00 AM","URBANA","CARRERA-18-CALLE-6","CHOQUE","VEHICULO","0","1","0","3.9005112","-76.3053174","POINT (-76.3053174 3.9005112)"
"2,024","2024 Sep 03 12:00:00 AM","URBANA","CALLE-9-SUR-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8899901","-76.2976792","POINT (-76.2976792 3.8899901)"
"2,024","2024 Sep 05 12:00:00 AM","URBANA","CARRERA-9-CALLE-19","CHOQUE","VEHICULO","0","1","0","3.9085076","-76.2930793","POINT (-76.2930793 3.9085076)"
"2,024","2024 Sep 05 12:00:00 AM","URBANA","CALLE-21-CARRERA-14","CHOQUE","VEHICULO","0","1","0","3.9119521","-76.2964982","POINT (-76.2964982 3.9119521)"
"2,024","2024 Sep 06 12:00:00 AM","URBANA","CARERRA-11-CALLE-15","CHOQUE","VEHICULO","0","1","0","3.9061648","-76.2962973","POINT (-76.2962973 3.9061648)"
"2,024","2024 Sep 08 12:00:00 AM","URBANA","CARERRA-14-CALLE-17","CHOQUE","VEHICULO","0","1","0","3.9087222","-76.297844","POINT (-76.297844 3.9087222)"
"2,024","2024 Sep 14 12:00:00 AM","URBANA","CARRERA-14-CALLE-24","ATROPELLO","NA","0","1","0","3.9136298","-76.2957725","POINT (-76.2957725 3.9136298)"
"2,024","2024 Sep 24 12:00:00 AM","URBANA","CALLE-16-CARRERA-10","CHOQUE","VEHICULO","0","1","0","3.9065629","-76.295364","POINT (-76.295364 3.9065629)"
"2,024","2024 Sep 27 12:00:00 AM","URBANA","CARRERA-18-CALLE-11","CHOQUE","VEHICULO","0","1","0","3.9049962","-76.3036329","POINT (-76.3036329 3.9049962)"
"2,024","2024 Sep 28 12:00:00 AM","URBANA","CARRERA-12-CALLE-6-SUR","CHOQUE","VEHICULO","0","1","0","3.8899325","-76.3007009","POINT (-76.3007009 3.8899325)"
"2,024","2024 Sep 30 12:00:00 AM","URBANA","CALLE-6-CARRERA-16","CHOQUE","VEHICULO","0","1","0","3.8999041","-76.3035328","POINT (-76.3035328 3.8999041)"
"2,024","2024 Oct 01 12:00:00 AM","URBANA","CARRERA-12-CALLE-11","CHOQUE","VEHICULO","0","1","0","3.9028386","-76.2983082","POINT (-76.2983082 3.9028386)"
"2,024","2024 Oct 10 12:00:00 AM","URBANA","CALLE-8-CARRERA-4C","ATROPELLO","NA","0","1","0","3.8962544","-76.288781","POINT (-76.288781 3.8962544)"
"2,024","2024 Oct 11 12:00:00 AM","URBANA","CARRERA-8-CALLE-15","CHOQUE","VEHICULO","0","1","0","3.9051366","-76.2935797","POINT (-76.2935797 3.9051366)"
"2,024","2024 Oct 18 12:00:00 AM","URBANA","CARRERA-9-CALLE-5","CHOQUE","VEHICULO","0","1","0","3.896921","-76.2978143","POINT (-76.2978143 3.896921)"
"2,024","2024 Oct 22 12:00:00 AM","URBANA","CALLE-13-CARRERA-10","CHOQUE","VEHICULO","0","1","0","3.9038503","-76.2963225","POINT (-76.2963225 3.9038503)"
"2,024","2024 Oct 23 12:00:00 AM","URBANA","CALLE-10-SUR-CARRERA-12B","CHOQUE","VEHICULO","0","1","0","3.8878064","-76.2917701","POINT (-76.2917701 3.8878064)"
"2,024","2024 Oct 29 12:00:00 AM","URBANA","CARRERA-18-CALLE-19","CHOQUE","VEHICULO","0","1","0","3.9117747","-76.3001552","POINT (-76.3001552 3.9117747)"
"2,024","2024 Oct 30 12:00:00 AM","URBANA","CALLE-7-CARRERA-14","ATROPELLO","NA","0","1","0","3.9001332","-76.3014661","POINT (-76.3014661 3.9001332)"
"2,024","2024 Oct 31 12:00:00 AM","URBANA","CALLE-13-CARRERA-7","CHOQUE","VEHICULO","0","1","0","3.9025697","-76.2930934","POINT (-76.2930934 3.9025697)"
"2,024","2024 Nov 05 12:00:00 AM","URBANA","CALLE-6-CARRERA-11","CHOQUE","VEHICULO","0","1","0","3.8983928","-76.2991899","POINT (-76.2991899 3.8983928)"
"2,024","2024 Nov 08 12:00:00 AM","URBANA","CALLE-1-CARRERA-14","CHOQUE","VEHICULO","0","1","0","3.8949465","-76.3031309","POINT (-76.3031309 3.8949465)"
"2,024","2024 Nov 10 12:00:00 AM","URBANA","CARRERA-8-CALLE-23","CHOQUE","VEHICULO","0","1","0","3.911074","-76.2909445","POINT (-76.2909445 3.911074)"
"2,024","2024 Nov 16 12:00:00 AM","URBANA","CARRERA-14-CALLE-18","CHOQUE","VEHICULO","0","1","0","3.9095114","-76.2974284","POINT (-76.2974284 3.9095114)"
"2,024","2024 Nov 17 12:00:00 AM","URBANA","CALLE-3-SUR-CARRERA-13","CHOQUE","VEHICULO","0","1","0","3.8907007","-76.3023774","POINT (-76.3023774 3.8907007)"
"2,024","2024 Nov 18 12:00:00 AM","URBANA","CARRERA-12-CALLE-17-SUR","CHOQUE","VEHICULO","0","1","0","3.8859653","-76.2988964","POINT (-76.2988964 3.8859653)"
"2,024","2024 Nov 19 12:00:00 AM","URBANA","CALLE-22A-CARRERA-13","CHOQUE","VEHICULO","0","1","0","3.912591","-76.2955995","POINT (-76.2955995 3.912591)"
"2,024","2024 Nov 21 12:00:00 AM","URBANA","CARRERA-16-CALLE-30","ATROPELLO","NA","0","0","1","3.9185959","-76.2967846","POINT (-76.2967846 3.9185959)"
"2,024","2024 Nov 25 12:00:00 AM","URBANA","CALLE-6-CARRERA-16","CHOQUE","VEHICULO","0","1","0","3.8999041","-76.3035328","POINT (-76.3035328 3.8999041)"
"2,024","2024 Nov 30 12:00:00 AM","URBANA","CARRERA-8-CALLE-30","CHOQUE","VEHICULO","0","1","0","3.9156597","-76.2885572","POINT (-76.2885572 3.9156597)"
"2,024","2024 Nov 30 12:00:00 AM","URBANA","CARRERA-9-CALLE-7","CHOQUE","VEHICULO","0","1","0","3.8986738","-76.2971495","POINT (-76.2971495 3.8986738)"
"2,024","2024 Dec 01 12:00:00 AM","URBANA","CARRERA-8-CALLE-37","CHOQUE","0-DISPONIBLE","0","1","0","3.9233261","-76.2871418","POINT (-76.2871418 3.9233261)"
"2,024","2024 Dec 03 12:00:00 AM","URBANA","CARRERA-16-CALLE-30","CHOQUE","VEHICULO","0","1","0","3.9185959","-76.2967846","POINT (-76.2967846 3.9185959)"
"2,024","2024 Dec 04 12:00:00 AM","URBANA","CARRERA-14-CALLE-24","CHOQUE","VEHICULO","0","1","0","3.9136298","-76.2957725","POINT (-76.2957725 3.9136298)"
"2,024","2024 Dec 05 12:00:00 AM","URBANA","CALLE-4-CRRERA-23","ATROPELLO","VEHICULO","0","1","0","3.8997402","-76.3107125","POINT (-76.3107125 3.8997402)"
"2,024","2024 Dec 06 12:00:00 AM","URBANA","CALLE-7-CARRERA-13","ATROPELLO","NA","0","1","0","3.8998472","-76.3005732","POINT (-76.3005732 3.8998472)"
"2,024","2024 Dec 09 12:00:00 AM","URBANA","CALLE-9-SUR-CRA-13","CHOQUE","VEHICULO","0","1","0","3.8867891","-76.3030213","POINT (-76.3030213 3.8867891)"
"2,024","2024 Dec 20 12:00:00 AM","URBANA","CALLE-25-CARRERA-10","ATROPELLO","NA","0","1","0","3.9128281","-76.2928071","POINT (-76.2928071 3.9128281)"
"2,024","2024 Dec 21 12:00:00 AM","URBANA","CALLE-16-CARRERA-18b","ATROPELLO","NA","0","1","0","3.9187464","-76.2978476","POINT (-76.2978476 3.9187464)"
"2,024","2024 Dec 21 12:00:00 AM","URBANA","CARRERA-9-CALLE-8","CHOQUE","VEHICULO","0","1","0","3.8994625","-76.2968451","POINT (-76.2968451 3.8994625)"
"2,024","2024 Dec 25 12:00:00 AM","URBANA","CALLE-26-CARRERA-13","ATROPELLO","NA","0","1","0","3.9140744","-76.2949871","POINT (-76.2949871 3.9140744)"
